course_id,course_title,course_tagline,course_description,course_order,course_color,level_id,level_title,level_order,level_topic,pass_mark,xp_per_correct,question_id,topic,question,option_a,option_b,option_c,option_d,correct,explanation,resource_title,resource_url
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l2,Prompting 2,2,Prompting,70,10,sno-61,Prompting,Claude keeps missing sarcastic comments when analyzing social media posts. What's the best way to fix this?,Ask it to guess when something might be sarcastic,Provide examples showing sarcastic posts labeled as negative,"Tell it to ""be more careful about sarcasm""",Make the prompt longer with more instructions,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l2,Prompting 2,2,Prompting,70,10,sno-62,Prompting,What is prompt engineering?,Training AI models on new datasets,"Improving a prompt to get more reliable, higher-quality outputs",Programming AI models from scratch using code,Building the hardware infrastructure for AI systems,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l2,Prompting 2,2,Prompting,70,10,sno-63,Prompting,"""Providing sample input/output pairs to guide AI responses"" describes which prompt engineering technique?",Being clear and direct,Iterative refinement,XML structuring,One-shot or multi-shot prompting,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l2,Prompting 2,2,Prompting,70,10,sno-64,Prompting,What is the main purpose of using XML tags in prompts?,To reduce the token count of prompts,To increase the processing speed of AI models,"To add structure and clarity, especially when including large amounts of content",To make prompts look more professional,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l2,Prompting 2,2,Prompting,70,10,sno-87,Prompting,"Your app generates different types of social media content. Programming topics need educational scripts, while sports topics need entertainment-focused content. What pattern should you use?",Route requests to specialized processing pipelines,Use the same prompt for everything,Ask users to write their own content,Always use the entertainment approach,A,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l2,Prompting 2,2,Prompting,70,10,sno-88,Prompting,Claude keeps ignoring some of your rules when you give it a long prompt with many requirements. What workflow approach would help?,Make the prompt even longer with more rules,Run everything in parallel,Use a routing workflow to categorize first,Chain the task into focused sequential steps,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l2,Prompting 2,2,Prompting,70,10,sno-89,Prompting,"You need Claude to recommend the best material for a part by considering metal, plastic, ceramic, and wood options. Each material has different criteria. What's the best approach?",Chain the evaluations one after another,Ask Claude to pick randomly,Send separate requests for each material type in parallel,Put all criteria in one big prompt,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l3,Prompting 3,3,Prompting,70,10,sno-91,Prompting,You're building an app where users upload photos of damaged car parts and always get repair cost estimates. You know exactly what steps are needed each time. What should you use?,Multiple agents working together,A single complex prompt,An agent with many specialized tools,A workflow with predetermined steps,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l3,Prompting 3,3,Prompting,70,10,sno-93,Prompting,You're improving a prompt that isn't working well. What should you do after applying a prompt engineering technique?,Start over with a completely new prompt,Ask someone else to write the prompt,Use prompt evaluations to see if it actually improved,Move on to the next technique immediately,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l3,Prompting 3,3,Prompting,70,10,sno-94,Prompting,You're making a math tutoring app. You want Claude to give hints instead of direct answers. What should you use?,"Ask users to say ""please"" in every question",Use smaller fonts to make Claude quiet,Send messages only on weekdays,A system prompt explaining Claude should act like a tutor,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l3,Prompting 3,3,Prompting,70,10,sno-98,Prompting,You're asking an AI to analyze both customer reviews and sales data. How should you organize this information in your prompt?,"Put reviews first, then sales data with no separators",Mix everything together in one paragraph,Write the data in different fonts,Use XML tags like <reviews> and <sales_data> to separate them,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l3,Prompting 3,3,Prompting,70,10,sno-122,Prompting,"When applying Description to AI-assisted assessment design, what should educators consider?",The ethical considerations of student use of AI,"Clearly articulating output constraints for your specific assessment, such as format and style",How to write a single prompt that works for every assessment,Documentation of your AI use,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l3,Prompting 3,3,Prompting,70,10,sno-148,Prompting,"You just wrote a prompt for your app. You test it once and it works great, so you decide to use it. What's the main risk with this approach?",The prompt will stop working after a few days,Users will provide unexpected inputs that break it,It will be too expensive to run,Other developers won't understand your code,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l3,Prompting 3,3,Prompting,70,10,sno-153,Prompting,You're improving a prompt that generates workout plans. What should you do after writing your first version?,"Test it, see how well it works, then improve it",Use it immediately for all workouts,Write five different versions at once,Ask other people to guess what it does,A,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l4,Prompting 4,4,Prompting,70,10,sno-154,Prompting,You're asking an AI to analyze a long customer review mixed in with your instructions. What helps the AI understand which part is the review?,Put the review at the very end,Put the review between XML tags like <review></review>,Write the review in a different font,Make the review all uppercase,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l4,Prompting 4,4,Prompting,70,10,sno-155,Prompting,You want an AI to write a book summary. Which opening instruction works best?,Write a three-paragraph summary of this book,What do you think about summarizing things?,I was wondering if you could maybe help with something about books?,"Books are interesting, aren't they?",A,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l4,Prompting 4,4,Prompting,70,10,sno-166,Prompting,You've optimized your prompt but Claude still isn't accurate enough on a complex task. What should you consider next?,Rewrite the prompt completely from scratch,Break the task into smaller pieces,Use extended thinking to improve accuracy,Switch to a different AI model,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l4,Prompting 4,4,Prompting,70,10,sno-168,Prompting,What is an effective technique for increasing Claude's effectiveness with images?,Uploading more images,Using prompt engineering techniques,Using JPEG instead of PNG images,Providing zoomed-in images,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l4,Prompting 4,4,Prompting,70,10,sno-182,Prompting,What does assistant message prefilling do?,Makes responses longer,Provides the beginning of Claude's response to guide its direction,Speeds up processing,Reduces token usage,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l4,Prompting 4,4,Prompting,70,10,sno-205,Prompting,"You write a prompt and test it twice with your own inputs. It looks good, so you deploy it. What's the main risk?",The prompt will work too slowly,The prompt will become too expensive,The AI model will stop working,Users might provide unexpected inputs that break it,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l4,Prompting 4,4,Prompting,70,10,sno-207,Prompting,You're giving your AI a long document to analyze along with your instructions. What would help the AI understand your prompt better?,Put everything in one big paragraph,Write the document in all capital letters,Use XML tags like `<document>` and `<instructions>`,Separate sections with lots of blank lines,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l5,Prompting 5,5,Prompting,70,10,sno-211,Prompting,"You want your AI to detect sarcasm in social media posts, but it keeps missing sarcastic comments. What would help most?","Tell it to ""try harder"" to find sarcasm",Use bigger fonts in your prompt,Show it examples of sarcastic posts with correct labels,Ask it to guess when posts might be sarcastic,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l5,Prompting 5,5,Prompting,70,10,sno-212,Prompting,Why is the first line of your prompt considered the most important part?,It determines which AI model will be used,It determines how fast the AI will respond,It sets the stage for everything that follows and should be clear and direct,It controls the length of the AI's response,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l5,Prompting 5,5,Prompting,70,10,sno-221,Prompting,You try to include a massive 800-page document directly in your Claude prompt. What problems will you likely face?,"There are hard limits on text length, reduced effectiveness, and higher costs",The document will be perfectly processed,Claude will work faster than normal,Only the cost will increase slightly,A,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l5,Prompting 5,5,Prompting,70,10,sno-241,Prompting,You're building an app where users upload photos and always get the same 4-step process to enhance them. Which approach should you use?,An agent with photo tools,A single complex prompt,Multiple agents working together,A workflow with predefined steps,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l5,Prompting 5,5,Prompting,70,10,sno-242,Prompting,"Your app needs to handle both ""cooking recipes"" and ""workout routines"" with completely different styles. What pattern helps?",Combine both styles in one prompt,Use the same prompt for both,"Routing - categorize first, then use specialized prompts",Always ask users to specify the category,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l5,Prompting 5,5,Prompting,70,10,sno-247,Prompting,"You wrote a prompt and tested it twice with your own inputs. It worked perfectly both times, so you deployed it to production. What risk does this approach carry?",The prompt will cost too much money to run,Users will provide unexpected inputs that break the prompt,Claude will stop responding to the prompt,The prompt will be too slow for users,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l5,Prompting 5,5,Prompting,70,10,sno-248,Prompting,"You want to improve your prompt's first line. Instead of ""Can you help me with something about solar panels?"" what would be better?","""Solar panels are interesting, don't you agree?""","""What do you think about renewable energy sources?""","""I'm curious about those things on roofs that use sunlight""","""Write three paragraphs explaining how solar panels work""",D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l6,Prompting 6,6,Prompting,70,10,sno-249,Prompting,You're asking Claude to analyze a large data file mixed with your instructions. What's the best way to keep things organized?,Put everything in one big paragraph,Use XML tags like <data> and <instructions>,Write in all capital letters,Separate sections with periods,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l6,Prompting 6,6,Prompting,70,10,sno-251,Prompting,You want Claude to generate clean JSON without any markdown formatting or extra text. What's the best approach?,"Use a very long, detailed prompt",Generate multiple times until you get clean output,"Ask nicely for ""just JSON please""","Prefill with ""```json"" and use ""```"" as a stop sequence",C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l6,Prompting 6,6,Prompting,70,10,sno-254,Prompting,You want Claude to write a 500-word blog post with three main sections. Which approach gives you the most control over the output?,Provide specific guidelines about length and structure,"Use simple, short prompts","Just ask for ""a blog post about the topic""",Ask Claude to be creative,A,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l6,Prompting 6,6,Prompting,70,10,sno-256,Prompting,You want Claude to act like a friendly teacher instead of giving generic responses. What should you use?,Different punctuation,Louder text,More questions,A system prompt,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l6,Prompting 6,6,Prompting,70,10,sno-261,Prompting,You want Claude to detect sarcasm in social media posts. What technique would help Claude understand this tricky task?,"Use longer, more detailed prompts",Show examples of sarcastic posts with correct labels,Ask Claude to think harder,Tell Claude that sarcasm exists,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l6,Prompting 6,6,Prompting,70,10,sno-266,Prompting,"When Claude uses a tool, what type of response structure does it return instead of simple text?",Just the tool parameters without any text,Multi-block messages with text and tool use blocks,An error message asking for tools,A single text block with tool instructions,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l6,Prompting 6,6,Prompting,70,10,sno-276,Prompting,"What does being ""the human in the loop"" mean for nonprofits?",Letting AI make all decisions to save time,Manually typing every AI prompt,Checking AI outputs only when you have time,Ensuring AI serves your mission and maintaining relationships that define your work,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l7,Evaluation & Testing,7,Evaluation & Testing,70,10,sno-286,Prompting,"What does ""letter over spirit"" describe?",The model generating text that's too formal,The model refusing to follow any instructions,The model following an instruction literally but missing what you actually meant,The model prioritizing length over quality,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l7,Evaluation & Testing,7,Evaluation & Testing,70,10,sno-55,Evaluation & Testing,You need test cases for your prompt evaluation. You have two options: write them by hand or use Claude to generate them. Which model should you use for generation?,The most expensive model available,Multiple models combined,A faster model like Haiku,The same model you're testing,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l7,Evaluation & Testing,7,Evaluation & Testing,70,10,sno-56,Evaluation & Testing,You're running a prompt evaluation workflow. You've used Claude to generate some responses. What's the next step?,Deploy to production,Rewrite the original prompt,Create more test questions,Feed the responses through a grader,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l7,Evaluation & Testing,7,Evaluation & Testing,70,10,sno-57,Evaluation & Testing,You want to measure how well your prompts actually work in practice. Which approach should you focus on?,Using more examples,Prompt engineering techniques,Writing longer prompts,Prompt evaluation methods,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l7,Evaluation & Testing,7,Evaluation & Testing,70,10,sno-58,Evaluation & Testing,"You're using a model grader to evaluate responses. To get better scores than just middle-range numbers, what should you ask for alongside the score?",Just the numerical score,Comparison to other responses,"Strengths, weaknesses, and reasoning",A longer explanation,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l7,Evaluation & Testing,7,Evaluation & Testing,70,10,sno-59,Evaluation & Testing,Which type of grader uses another AI model to assess the quality of outputs?,Model grader,Human grader,Syntax grader,Code grader,A,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l7,Evaluation & Testing,7,Evaluation & Testing,70,10,sno-97,Evaluation & Testing,What is a model grader in prompt evaluation?,A human reviewer who manually scores AI outputs,Another AI model used to assess the quality of outputs,A programmatic check that validates syntax and format,A scoring system that only measures response speed,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l8,Evaluation & Testing 2,8,Evaluation & Testing,70,10,sno-101,Evaluation & Testing,"You're running a prompt evaluation. After getting responses from Claude, what's the next step in the typical workflow?",Rewrite the prompt completely from scratch,Create a new dataset with different questions,Deploy the prompt to production immediately,Feed the responses through a grader for scoring,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l8,Evaluation & Testing 2,8,Evaluation & Testing,70,10,sno-145,Evaluation & Testing,You need test data for evaluating your prompt. You want to create realistic examples quickly without writing them all by hand. What's the best approach?,Use the same example over and over,Use Claude to automatically generate test cases,Ask your friends to write them,Copy examples from the internet,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l8,Evaluation & Testing 2,8,Evaluation & Testing,70,10,sno-146,Evaluation & Testing,You've written a prompt for Claude and want to know if it works well. What's the difference between prompt engineering and prompt evaluation?,"Prompt engineering is for beginners, prompt evaluation is for experts","Prompt engineering tests the prompt, prompt evaluation writes it","Prompt engineering writes better prompts, prompt evaluation measures how well they work",They're the same thing with different names,C,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l8,Evaluation & Testing 2,8,Evaluation & Testing,70,10,sno-147,Evaluation & Testing,"In prompt evaluation, what is a ""grader"" used for?",To save your prompts to a file,To give objective scores measuring output quality,To write better prompts automatically,To make Claude respond faster,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l8,Evaluation & Testing 2,8,Evaluation & Testing,70,10,sno-149,Evaluation & Testing,"You're running a prompt evaluation. After creating your dataset and feeding questions through Claude, what's the next step?",Feed the responses through a grader to get scores,Write a completely new prompt,Ask users what they think,Publish your prompt immediately,A,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l8,Evaluation & Testing 2,8,Evaluation & Testing,70,10,sno-150,Evaluation & Testing,"You're using another AI model to evaluate Claude's responses. To get better scores than just random numbers around 6, what should you ask the grader to provide?","Just ""good"" or ""bad""","Strengths, weaknesses, reasoning, and a score",A rewritten version of the response,Only a number from 1-10,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l8,Evaluation & Testing 2,8,Evaluation & Testing,70,10,sno-151,Evaluation & Testing,You want to check if Claude's output contains certain keywords and has the right length. Which type of grader should you use?,Manual grader,Code grader,Model grader,Human grader,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l9,Evaluation & Testing 3,9,Evaluation & Testing,70,10,sno-177,Evaluation & Testing,What does the MMLU benchmark test?,Mathematical reasoning only,Knowledge across 57 different subjects,Visual understanding only,Programming ability only,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l9,Evaluation & Testing 3,9,Evaluation & Testing,70,10,sno-187,Evaluation & Testing,What is the main purpose of prompt evaluation?,To objectively measure and improve prompt effectiveness,To reduce the cost of API calls,To make prompts longer,To make prompts easier to read,A,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l9,Evaluation & Testing 3,9,Evaluation & Testing,70,10,sno-203,Evaluation & Testing,"You've learned techniques for writing better prompts, but now you want to measure how well they actually work. What do you need?",More prompt engineering techniques,Prompt evaluation methods,More training data,A faster AI model,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l9,Evaluation & Testing 3,9,Evaluation & Testing,70,10,sno-204,Evaluation & Testing,You need test cases for your prompt evaluation but don't want to write them all by hand. What's a good alternative?,Ask users to create test cases,Only test with one example,Skip testing and deploy immediately,Use Claude to generate test cases automatically,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l9,Evaluation & Testing 3,9,Evaluation & Testing,70,10,sno-206,Evaluation & Testing,"In a typical evaluation workflow, what happens right after you feed your prompts through Claude?",You change the prompt and start over,You feed the responses through a grader,You create a new dataset,You deploy the prompt to production,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l9,Evaluation & Testing 3,9,Evaluation & Testing,70,10,sno-209,Evaluation & Testing,You want to improve a prompt that isn't working well. What should you do first after writing your initial prompt?,Test it and measure how well it performs,Add more examples immediately,Rewrite it completely from scratch,Make it longer and more detailed,A,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l9,Evaluation & Testing 3,9,Evaluation & Testing,70,10,sno-210,Evaluation & Testing,"Your evaluation report shows your prompt scored poorly on ""missing calorie information"" across multiple test cases. What does this tell you?",You should ignore this feedback and try something else,You need to specifically tell your prompt to include calorie information,The test cases are too hard,The evaluation system is broken,B,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l9,Evaluation & Testing 3,9,Evaluation & Testing,70,10,sno-250,Evaluation & Testing,You've written a prompt for Claude and want to know if it actually works well. What should you use to get objective measurements of its performance?,Prompt engineering techniques,XML tags and structure,Multishot prompting examples,Prompt evaluation methods,D,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l9,Evaluation & Testing 3,9,Evaluation & Testing,70,10,sno-253,Evaluation & Testing,You need to check if an AI model's output contains valid Python code. Which type of grader would work best for this task?,Code grader,Model grader,Survey grader,Human grader,A,,,
prompting-mastery,Prompting Mastery,Write prompts that actually work,,2,#4FC3F7,prompting-mastery-l9,Evaluation & Testing 3,9,Evaluation & Testing,70,10,sno-259,Evaluation & Testing,You need test cases for your prompt evaluation but don't want to write them all by hand. What's an efficient alternative mentioned in the content?,Use only one or two test cases,Copy test cases from other projects,Skip testing and deploy directly,Generate test cases automatically using Claude,D,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l1,AI Fluency,1,AI Fluency,70,10,sno-36,AI Fluency,"According to the AI Fluency Framework, what does AI Fluency mean?",Becoming a technical expert in AI development,Memorizing the best prompts for different AI tools,Using AI to automate all possible tasks,"The ability to work with AI effectively, efficiently, ethically, and safely",D,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l1,AI Fluency,1,AI Fluency,70,10,sno-37,AI Fluency,"The four core competencies in the AI Fluency Framework are known as ""The 4 Ds."" Which of the following lists all four correctly?","Direction, Description, Decision-making, Diligence","Data, Delegation, Discernment, Documentation","Delegation, Description, Discernment, Diligence","Design, Description, Development, Deployment",C,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l1,AI Fluency,1,AI Fluency,70,10,sno-38,AI Fluency,Which competency focuses primarily on deciding what work should be done by AI versus what should be handled by humans?,Description,Diligence,Discernment,Delegation,D,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l1,AI Fluency,1,AI Fluency,70,10,sno-39,AI Fluency,"According to the framework, what is the primary focus of the Diligence competency?","Responsible AI use, transparency, and accountability",Writing better prompts for AI systems,Making AI work faster and more efficiently,Evaluating the quality of AI outputs,A,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l1,AI Fluency,1,AI Fluency,70,10,sno-40,AI Fluency,"Which of the following best describes ""Problem Awareness"" within the Delegation competency?",Evaluating the quality of AI outputs,Understanding which AI platform to use,Knowing how to write effective prompts,Clearly defining your goals and understanding what work is needed before involving AI,D,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l1,AI Fluency,1,AI Fluency,70,10,sno-41,AI Fluency,"Which competency focuses on communicating clearly with AI systems about what you want, how you want it done, and how you want to interact?",Description,Diligence,Delegation,Discernment,A,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l1,AI Fluency,1,AI Fluency,70,10,sno-43,AI Fluency,"Which competency involves critically evaluating AI outputs, processes, and behaviors to ensure quality and appropriateness?",Discernment,Delegation,Description,Diligence,A,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l2,AI Fluency 2,2,AI Fluency,70,10,sno-44,AI Fluency,"Which of the following best describes ""Process Discernment"" within the Discernment competency?",Assessing whether the AI's reasoning process and problem solving approach is effective,Deciding which AI system to use for a task,Ensuring transparency about AI involvement in your work,Judging the final quality of AI-generated content,A,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l2,AI Fluency 2,2,AI Fluency,70,10,sno-45,AI Fluency,"Which of the following best describes ""Transparency Diligence"" within the Diligence competency?",Ensuring AI outputs are technically accurate,Making AI work as fast as possible,Being open and honest about AI's role in your work with those who need to know,Choosing the most advanced AI system available,C,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l2,AI Fluency 2,2,AI Fluency,70,10,sno-120,AI Fluency,Which of the following is NOT one of the 4Ds in the AI Fluency Framework?,Discernment,Documentation,Delegation,Description,B,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l2,AI Fluency 2,2,AI Fluency,70,10,sno-121,AI Fluency,"When using AI to develop learning objectives, what approach does this course recommend?",Only use AI to check grammar in objectives you've written,"Provide AI with your expertise, context, and standards, then collaborate to refine objectives",Avoid AI for learning objectives since they require human insight,Ask AI to generate all objectives independently based on the subject,B,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l2,AI Fluency 2,2,AI Fluency,70,10,sno-123,AI Fluency,Which of the following is an effective example of using Discernment when using AI-generated assessment materials?,Using an AI tool specially created for question generation,"Critically evaluating AI suggestions against your learning objectives and student needs, adjusting as necessary",Rejecting all AI outputs,Trusting all AI outputs,B,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l2,AI Fluency 2,2,AI Fluency,70,10,sno-124,AI Fluency,What are the benefits of transparency and Diligence in AI assisted course development?,All of these,Modeling responsible human-AI collaboration,Showing students how thoughtful professionals approach AI,Taking responsibility for what ends up in front of your students,A,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l2,AI Fluency 2,2,AI Fluency,70,10,sno-127,AI Fluency,What is this course's recommended approach for using AI in job application materials?,"AI can brainstorm and draft, but you must authentically represent yourself",Let AI write everything to ensure perfect grammar,Never use AI for any professional documents,"Only use AI for cover letters, never resumes",A,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l3,AI Fluency 3,3,AI Fluency,70,10,sno-128,AI Fluency,Why should you track and sometimes disclose your AI interactions in career contexts?,It guarantees you'll get the job,Transparency is an important part of AI Fluency which is itself becoming a valuable career skill,It's legally required for all job applications,Employers can always detect AI use anyway,B,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l3,AI Fluency 3,3,AI Fluency,70,10,sno-269,AI Fluency,"In the linear approach to teaching AI Fluency, students move through the 4Ds in which order?","Delegation, Description, Discernment, Diligence","Discernment, Description, Delegation, Diligence","Description, Delegation, Diligence, Discernment","Diligence, Delegation, Description, Discernment",A,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l3,AI Fluency 3,3,AI Fluency,70,10,sno-270,AI Fluency,"Which loop helps you make thoughtful, responsible choices about when and how to use AI?",The Input-Output loop,The Delegation-Diligence loop,The Description-Discernment loop,The Feedback-Iteration loop,B,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l3,AI Fluency 3,3,AI Fluency,70,10,sno-271,AI Fluency,What are the four competencies in the 4D Framework?,"Data, Design, Delivery, Documentation","Delegation, Description, Discernment, Diligence","Direction, Detail, Decision, Determination","Discovery, Development, Deployment, Debugging",B,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l3,AI Fluency 3,3,AI Fluency,70,10,sno-272,AI Fluency,What are the three types of Diligence discussed in the course?,"Speed, Accuracy, and Efficiency","Creation, Deployment, and Transparency","Input, Processing, and Output","Planning, Execution, and Review",B,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l3,AI Fluency 3,3,AI Fluency,70,10,sno-275,AI Fluency,What does AI Fluency mean?,The ability to replace human workers with AI,The ability to code AI systems from scratch,"The ability to use AI in ways that are efficient, effective, ethical, and safe",The ability to use every AI tool on the market,C,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l3,AI Fluency 3,3,AI Fluency,70,10,sno-277,AI Fluency,What is the best approach when AI generates a draft for your organization?,Never use any part of AI-generated content,Use it exactly as written to save time,Assume all facts and statistics are accurate,Apply Discernment to verify accuracy and alignment with your voice,D,,,
ai-fluency,AI Fluency at Work,Use AI responsibly and effectively,,3,#81C784,ai-fluency-l4,AI Fluency 4,4,AI Fluency,70,10,sno-288,AI Fluency,"What does ""calibrated trust"" mean in practice?",Trusting AI more as you use it more,Never using AI for important tasks,Locating your task on each property's continuum and adjusting your habits accordingly,Always verifying every AI output,C,,,
